structure_id,core_mof_id,formula,source_note
ABAVIJ_clean,ABAVIJ,,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
KETHEY02_clean,KETHEY02,,doi=10.1039/C4DT00230J; partition=train; ann_probability=0.93075
KEVWUF_clean,KEVWUF,,doi=10.1002/ejic.201201275; partition=train; ann_probability=0.9464853
KEWZET_clean,KEWZET,,doi=10.1021/cg301224z; partition=train; ann_probability=0.9328922
KEYMUY_clean,KEYMUY,,doi=10.1021/cg400060t; partition=train; ann_probability=0.10655677
KIKDIT_clean,KIKDIT,,doi=10.1039/C3CE41238E; partition=train; ann_probability=0.92093134
KINDOC_clean,KINDOC,,doi=10.1021/cg400531j; partition=train; ann_probability=0.93036544
KINFAQ_clean,KINFAQ,,doi=10.1021/cg400531j; partition=train; ann_probability=0.9372874
KINQAB_clean,KINQAB,,doi=10.1021/cg400182u; partition=train; ann_probability=0.095003486
KINRIK_clean,KINRIK,,doi=10.1021/cg400333d; partition=train; ann_probability=0.11217514
KIPJIE_clean,KIPJIE,,doi=10.1021/cg400606z; partition=train; ann_probability=0.9255821
KIPJOK_clean,KIPJOK,,doi=10.1021/cg400606z; partition=train; ann_probability=0.93444294
KIPJUQ_clean,KIPJUQ,,doi=10.1021/cg400606z; partition=train; ann_probability=0.91798407
KIPKAX_clean,KIPKAX,,doi=10.1021/cg400606z; partition=train; ann_probability=0.91608226
KIPKEB_clean,KIPKEB,,doi=10.1021/cg400606z; partition=train; ann_probability=0.9125527
KISPOS_ion_b,KISPOS,,doi=10.1002/adma.200700450; partition=train; ann_probability=0.100429356
KISVEO_clean,KISVEO,,doi=10.1002/anie.200703295; partition=train; ann_probability=0.111658216
KIYMAI_clean,KIYMAI,,doi=10.1039/C3CE42208A; partition=train; ann_probability=0.9215331
KOCCUC_clean,KOCCUC,,doi=10.1039/C3DT52940A; partition=train; ann_probability=0.9333645
KOMDAT_clean,KOMDAT,,doi=10.1002/chem.201402211; partition=train; ann_probability=0.13886759
KONFIE_clean,KONFIE,,doi=10.1039/C4CE00858H; partition=train; ann_probability=0.10797912
KORNAI_clean,KORNAI,,doi=10.1002/ejic.201402737; partition=train; ann_probability=0.9348491
KOSLEL_clean,KOSLEL,,doi=10.1021/ja506230r; partition=train; ann_probability=0.9255084
KOSLOV_clean,KOSLOV,,doi=10.1021/ja506230r; partition=train; ann_probability=0.92692506
KOSLUB_clean,KOSLUB,,doi=10.1021/ja506230r; partition=train; ann_probability=0.92544174
KOVJAI_clean,KOVJAI,,doi=10.1039/C4DT02343A; partition=train; ann_probability=0.12590316
KOZSOJ_clean,KOZSOJ,,doi=10.1021/cg501324r; partition=train; ann_probability=0.9090823
KUFVAK_clean,KUFVAK,,doi=10.1007/s11426-014-5153-4; partition=train; ann_probability=0.9316509
KUFVEO_clean,KUFVEO,,doi=10.1007/s11426-014-5153-4; partition=train; ann_probability=0.9422469
KUFVIS_clean,KUFVIS,,doi=10.1007/s11426-014-5153-4; partition=train; ann_probability=0.92424524
KUMGIK_clean,KUMGIK,,doi=10.1002/chem.201404803; partition=train; ann_probability=0.9360877
KUMGOQ_clean,KUMGOQ,,doi=10.1002/chem.201404803; partition=train; ann_probability=0.9459591
KUNMUD_clean,KUNMUD,,doi=10.1039/C5CC06291H; partition=train; ann_probability=0.9170931
KUQWIE_clean,KUQWIE,,doi=10.1039/C5RA15663G; partition=train; ann_probability=0.11976251
KUVJIW_clean,KUVJIW,,doi=10.1021/acs.inorgchem.5b01266; partition=train; ann_probability=0.9345945
KUVYAD_clean,KUVYAD,,doi=10.1021/acs.cgd.5b00634; partition=train; ann_probability=0.91171145
LACNUB_clean,LACNUB,,doi=10.1038/srep20672; partition=train; ann_probability=0.9028467
LAFFEG02_clean,LAFFEG02,,doi=10.1002/chem.201504432; partition=train; ann_probability=0.94012
LALFUB_clean,LALFUB,,doi=10.1039/c0ce00135j; partition=train; ann_probability=0.92098796
LASDEQ_clean,LASDEQ,,doi=10.1039/c2ce06384k; partition=train; ann_probability=0.94409454
LAVSUY_clean,LAVSUY,,doi=10.1021/ic101294s; partition=train; ann_probability=0.9122766
LAVTAF_clean,LAVTAF,,doi=10.1021/ic101294s; partition=train; ann_probability=0.93929124
LAVTEJ_clean,LAVTEJ,,doi=10.1021/ic101294s; partition=train; ann_probability=0.94497794
LAVTIN_clean,LAVTIN,,doi=10.1021/ic101294s; partition=train; ann_probability=0.9436673
LAVTUZ_clean,LAVTUZ,,doi=10.1021/ic101294s; partition=train; ann_probability=0.9390681
LAWFUN_clean,LAWFUN,,doi=10.1021/acs.inorgchem.6b02713; partition=train; ann_probability=0.9328116
LAZXOB_clean,LAZXOB,,doi=10.1021/cg300518k; partition=train; ann_probability=0.9216006
LECGIL_clean,LECGIL,,doi=10.1021/ic3003299; partition=train; ann_probability=0.12589163
LEQVIN_clean,LEQVIN,,doi=10.1021/ic060815u; partition=train; ann_probability=0.9358905
LETDUK_clean,LETDUK,,doi=10.1021/ic061102e; partition=train; ann_probability=0.14044982
LEVYOC_clean,LEVYOC,,doi=10.1039/C2DT30245D; partition=train; ann_probability=0.109579384
LEWMUX_clean,LEWMUX,,doi=10.1039/C2RA20384G; partition=train; ann_probability=0.7582424
LIHRIE_clean,LIHRIE,,doi=10.1021/ic062269a; partition=train; ann_probability=0.9326051
LIJNOJ_clean,LIJNOJ,,doi=10.1038/ncomms3534; partition=train; ann_probability=0.124658406
LITCOI_clean,LITCOI,,doi=10.1039/C3CE42152J; partition=train; ann_probability=0.094777435
LIVTIT_clean,LIVTIT,,doi=10.1039/a809144g; partition=train; ann_probability=0.13608298
LOFZUB_clean,LOFZUB,,doi=10.1039/a909249h; partition=train; ann_probability=0.92987376
LOGBAK_clean,LOGBAK,,doi=10.1039/a909249h; partition=train; ann_probability=0.92694163
LOGBEO_clean,LOGBEO,,doi=10.1039/a909249h; partition=train; ann_probability=0.92829525
LOLQIM_clean,LOLQIM,,doi=10.1021/ja000107m; partition=train; ann_probability=0.20106116
LONWIW_clean,LONWIW,,doi=10.1002/ejic.201402475; partition=train; ann_probability=0.16822171
LOSBOM_clean,LOSBOM,,doi=10.1039/C4RA10835C; partition=train; ann_probability=0.88677204
LOSXIC_clean,LOSXIC,,doi=10.1021/ja508592f; partition=train; ann_probability=0.9181899
LUJPUC_clean,LUJPUC,,doi=10.1021/ic900037g; partition=train; ann_probability=0.1555816
LUMZUO_clean,LUMZUO,,doi=10.1021/cm020103b; partition=train; ann_probability=0.09829649
LUNBEB_clean,LUNBEB,,doi=10.1021/cm020103b; partition=train; ann_probability=0.104790986
LUNBIF_clean,LUNBIF,,doi=10.1021/cm020103b; partition=train; ann_probability=0.10807958
LUNWEW_clean,LUNWEW,,doi=10.1021/ic025981q; partition=train; ann_probability=0.9261875
LUQGAG_clean,LUQGAG,,doi=10.1039/b917512a; partition=train; ann_probability=0.93176186
LUSYEF_clean,LUSYEF,,doi=10.1039/C5RA14633J; partition=train; ann_probability=0.9493682
LUTSEA_clean,LUTSEA,,doi=10.1002/ejic.201500823; partition=train; ann_probability=0.93209004
MABJUV_clean,MABJUV,,doi=10.1039/b301219k; partition=train; ann_probability=0.94097394
MABJUV01_clean,MABJUV01,,doi=10.1039/b301219k; partition=train; ann_probability=0.9397743
MABLAD_clean,MABLAD,,doi=10.1039/b211738j; partition=train; ann_probability=0.24064595
MAGBAZ_clean,MAGBAZ,,doi=10.1039/c0dt00525h; partition=train; ann_probability=0.92687273
MAGBIH_clean,MAGBIH,,doi=10.1039/c0dt00525h; partition=train; ann_probability=0.94228244
MAGVOG02_clean,MAGVOG02,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14358905
MAGVOG03_clean,MAGVOG03,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14305389
MAGVOG04_clean,MAGVOG04,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14271063
MAGVOG05_clean,MAGVOG05,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14232978
MAGVOG06_clean,MAGVOG06,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14153221
MAGVOG07_clean,MAGVOG07,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14541504
MAGVOG08_clean,MAGVOG08,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.16725653
MAGVOG09_clean,MAGVOG09,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14544857
MAGVOG10_clean,MAGVOG10,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14513734
MAGVOG11_clean,MAGVOG11,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14517486
MAGVOG12_clean,MAGVOG12,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14518309
MAGVOG13_clean,MAGVOG13,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14489788
MAGVOG17_clean,MAGVOG17,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14366153
MAGVOG19_clean,MAGVOG19,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14378908
MAGVOG20_clean,MAGVOG20,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14386481
MAGVOG21_clean,MAGVOG21,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.15074235
MAGVOG22_clean,MAGVOG22,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14225107
MAGVOG23_clean,MAGVOG23,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14236474
MAGVOG24_clean,MAGVOG24,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14245132
MAGVOG25_clean,MAGVOG25,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14250118
MAGVOG26_clean,MAGVOG26,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14254001
MAGVOG28_clean,MAGVOG28,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14281619
MAGVOG29_clean,MAGVOG29,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14288855
MAGVOG30_clean,MAGVOG30,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.1429902
MAGVOG33_clean,MAGVOG33,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14333525
MAGVOG34_clean,MAGVOG34,,doi=10.1038/ncomms5337; partition=train; ann_probability=0.14343485
MAKGAJ_clean,MAKGAJ,,doi=10.1021/acs.cgd.6b00060; partition=train; ann_probability=0.9177039
MAKGOX_clean,MAKGOX,,doi=10.1021/acs.cgd.6b00060; partition=train; ann_probability=0.931627
MAKGUD_clean,MAKGUD,,doi=10.1021/acs.cgd.6b00060; partition=train; ann_probability=0.92436254
MAKHAK_clean,MAKHAK,,doi=10.1021/acs.cgd.6b00060; partition=train; ann_probability=0.9295285
MATTOR_clean,MATTOR,,doi=10.1021/ic050452i; partition=train; ann_probability=0.9136897
MATTUX_clean,MATTUX,,doi=10.1021/ic050452i; partition=train; ann_probability=0.79786307
MAWFEY_clean,MAWFEY,,doi=10.1039/C6CC10208E; partition=train; ann_probability=0.10370058
MAWFIC_clean,MAWFIC,,doi=10.1039/C6CC10208E; partition=train; ann_probability=0.103203654
MAXHOJ01_clean,MAXHOJ01,,doi=10.1021/ja054913a; partition=train; ann_probability=0.14334679
MECWEX_manual,MECWEX,,doi=10.1002/anie.200503778; partition=train; ann_probability=0.91217464
MECWIB_clean,MECWIB,,doi=10.1002/anie.200503778; partition=train; ann_probability=0.93061054
MEFZUU_manual,MEFZUU,,doi=10.1021/ja303728c; partition=train; ann_probability=0.1096589
MEGBEH_manual,MEGBEH,,doi=10.1021/ja303728c; partition=train; ann_probability=0.087073445
METYIU_clean,METYIU,,doi=10.1002/asia.200600113; partition=train; ann_probability=0.92717576
MIHBAG_clean,MIHBAG,,doi=10.1002/1521-3773(20010903)40:17<3191::AID-ANIE3191>3.0.CO;2-N; partition=train; ann_probability=0.12279713
MIJFIU_clean,MIJFIU,,doi=10.1021/cm011235s; partition=train; ann_probability=0.09539321
MIKJAR_clean,MIKJAR,,doi=10.1021/ja0100468; partition=train; ann_probability=0.10744801
MIRLUU_clean,MIRLUU,,doi=10.1002/1099-0682(200203)2002:4<797::AID-EJIC797>3.0.CO;2-V; partition=train; ann_probability=0.94365346
MITGOL_clean,MITGOL,,doi=10.1021/ic0110124; partition=train; ann_probability=0.90417653
MITGUR_clean,MITGUR,,doi=10.1021/ic0110124; partition=train; ann_probability=0.9133955
MIVFEE_clean,MIVFEE,,doi=10.1021/cm400858d; partition=train; ann_probability=0.92466897
MIVFOO_clean,MIVFOO,,doi=10.1021/cm400858d; partition=train; ann_probability=0.9408394
MIXBAY_clean,MIXBAY,,doi=10.1039/C3CC49457H; partition=train; ann_probability=0.9246509
MIXBEC_clean,MIXBEC,,doi=10.1039/C3CC49457H; partition=train; ann_probability=0.9314687
MIXBIG_auto,MIXBIG,,doi=10.1039/C3CC49457H; partition=train; ann_probability=0.9408767
MIXKUB_clean,MIXKUB,,doi=10.1039/C3CE42441C; partition=train; ann_probability=0.9265243
MOBBIO_clean,MOBBIO,,doi=10.1039/b109296k; partition=train; ann_probability=0.92470825
MOBBOU_clean,MOBBOU,,doi=10.1039/b109296k; partition=train; ann_probability=0.9233426
MOCKEV_clean,MOCKEV,,doi=10.1021/cm800403d; partition=train; ann_probability=0.91738045
MOFKUO_clean,MOFKUO,,doi=10.1021/ic7023082; partition=train; ann_probability=0.91281843
MOFLAV_clean,MOFLAV,,doi=10.1021/ic7023082; partition=train; ann_probability=0.94018865
MOLKAB_clean,MOLKAB,,doi=10.1007/s10904-013-9884-z; partition=train; ann_probability=0.94613874
MOLRIP_clean,MOLRIP,,doi=10.1039/b815024a; partition=train; ann_probability=0.9226811
MOQNUB_clean,MOQNUB,,doi=10.1021/cm991175e; partition=train; ann_probability=0.104533404
MOTMAK_clean,MOTMAK,,doi=10.1021/cg701173x; partition=train; ann_probability=0.93238485
MOTVOI_clean,MOTVOI,,doi=10.1039/C4NJ01946F; partition=train; ann_probability=0.0820854
MOXKAN_clean,MOXKAN,,doi=10.1039/C4DT03578J; partition=train; ann_probability=0.9349311
MOXNUJ_clean,MOXNUJ,,doi=10.1021/ic8019809; partition=train; ann_probability=0.9380558
MUDTAH_clean,MUDTAH,,doi=10.1039/b909250a; partition=train; ann_probability=0.9285253
MUFYAP_clean,MUFYAP,,doi=10.1039/C4CE02564D; partition=train; ann_probability=0.9262685
MUPYOM_clean,MUPYOM,,doi=10.1021/cg9012894; partition=train; ann_probability=0.093539506
MUPYUS_clean,MUPYUS,,doi=10.1021/cg9012894; partition=train; ann_probability=0.18744946
MURBEI_clean,MURBEI,,doi=10.1039/C5CE01376C; partition=train; ann_probability=0.92528534
MUWQEB_clean,MUWQEB,,doi=10.1039/c0sc00179a; partition=train; ann_probability=0.92389846
MUZGAQ_clean,MUZGAQ,,doi=10.1021/cg9014064; partition=train; ann_probability=0.93458164
NADZID_clean,NADZID,,doi=10.1039/b917515f; partition=train; ann_probability=0.93577915
NAGQET_clean,NAGQET,,doi=10.1021/ic902548f; partition=train; ann_probability=0.10651559
NAHDIM_clean,NAHDIM,,doi=10.1039/C5SC03839A; partition=train; ann_probability=0.9327355
NAHHAI_clean,NAHHAI,,doi=10.1039/C5CE02096D; partition=train; ann_probability=0.93687814
NAHNES_clean,NAHNES,,doi=10.1039/C5DT04379D; partition=train; ann_probability=0.9129932
NAJSUP_clean,NAJSUP,,doi=10.1002/ejic.201501113; partition=train; ann_probability=0.9428779
NAJTEA_clean,NAJTEA,,doi=10.1002/ejic.201501113; partition=train; ann_probability=0.9369639
NAQLAT_clean,NAQLAT,,doi=10.1002/anie.200500156; partition=train; ann_probability=0.9397397
NARPOO_clean,NARPOO,,doi=10.1039/C7DT00215G; partition=train; ann_probability=0.92887306
NASREH_clean,NASREH,,doi=10.1021/acs.cgd.7b00118; partition=train; ann_probability=0.92683697
NATKIF_clean,NATKIF,,doi=10.1039/C7CE00100B; partition=train; ann_probability=0.90180165
NAWHOL_clean,NAWHOL,,doi=10.1039/C7RA01552F; partition=train; ann_probability=0.93154585
NAWXER_clean,NAWXER,,doi=10.1021/acs.cgd.7b00068; partition=train; ann_probability=0.9211366
NEDVUP_clean,NEDVUP,,doi=10.1021/ja303092m; partition=train; ann_probability=0.15191907
NEDWAW_clean,NEDWAW,,doi=10.1021/ja303092m; partition=train; ann_probability=0.07266924
NEDWEA_clean,NEDWEA,,doi=10.1021/ja303092m; partition=train; ann_probability=0.073755115
NERVEL_clean,NERVEL,,doi=10.1021/ic010528k; partition=train; ann_probability=0.9325882
NEXXEV_clean,NEXXEV,,doi=10.1021/ic3011458; partition=train; ann_probability=0.091839045
NEXXIZ_clean,NEXXIZ,,doi=10.1021/ic3011458; partition=train; ann_probability=0.087797165
NEZWOG_clean,NEZWOG,,doi=10.1021/cm302381k; partition=train; ann_probability=0.109280616
NEZWOG01_clean,NEZWOG01,,doi=10.1021/cm302381k; partition=train; ann_probability=0.11090118
NIBJAK_clean,NIBJAK,,doi=10.1021/ja067435s; partition=train; ann_probability=0.9479735
NIGBOW_clean,NIGBOW,,doi=10.1021/ic301338a; partition=train; ann_probability=0.9245008
NIJTOR_clean,NIJTOR,,doi=10.1039/C3DT51905H; partition=train; ann_probability=0.9399817
NIJZIP01_clean,NIJZIP01,,doi=10.1039/a909544f; partition=train; ann_probability=0.84530276
NIRDEX_clean,NIRDEX,,doi=10.1039/b103711k; partition=train; ann_probability=0.924801
NIZZEC_clean,NIZZEC,,doi=10.1021/ja7111564; partition=train; ann_probability=0.11057997
NIZZIG_clean,NIZZIG,,doi=10.1021/ja7111564; partition=train; ann_probability=0.11018911
NIZZOM_clean,NIZZOM,,doi=10.1021/ja7111564; partition=train; ann_probability=0.11009973
NOFDUI_clean,NOFDUI,,doi=10.1021/ic8007798; partition=train; ann_probability=0.14267564
NOMQAJ01_clean,NOMQAJ01,,doi=10.1039/C4RA07128J; partition=train; ann_probability=0.1535204
NUCPEI_clean,NUCPEI,,doi=10.1039/C5QI00025D; partition=train; ann_probability=0.9468069
NUGRIR_clean,NUGRIR,,doi=10.1039/b818381c; partition=train; ann_probability=0.9329145
NUGROX_clean,NUGROX,,doi=10.1039/b818381c; partition=train; ann_probability=0.93193805
NUNNUH_clean,NUNNUH,,doi=10.1021/ja070671y; partition=train; ann_probability=0.116408736
NUNTOH_clean,NUNTOH,,doi=10.1039/c2dt31734f; partition=train; ann_probability=0.9391681
NUNWIE_clean,NUNWIE,,doi=10.1039/c2dt31734f; partition=train; ann_probability=0.9074228
NUVWEH_clean,NUVWEH,,doi=10.1039/b910838f; partition=train; ann_probability=0.9172851
NUXMAU_clean,NUXMAU,,doi=10.1021/ja9714043; partition=train; ann_probability=0.936105
NUYQUU_clean,NUYQUU,,doi=10.1039/b916206b; partition=train; ann_probability=0.9345144
OBEDEE_clean,OBEDEE,,doi=10.1021/cm981153c; partition=train; ann_probability=0.93483984
OBUREL_clean,OBUREL,,doi=10.1039/C6NJ02863B; partition=train; ann_probability=0.9425572
OCIHIS_clean,OCIHIS,,doi=10.1021/ic052146a; partition=train; ann_probability=0.9331809
OCUQIN_clean,OCUQIN,,doi=10.1021/ic0517422; partition=train; ann_probability=0.93645525
OCUQUZ_clean,OCUQUZ,,doi=10.1021/ic0517422; partition=train; ann_probability=0.93540406
OCUSOV_clean,OCUSOV,,doi=10.1021/ic0517422; partition=train; ann_probability=0.93636703
OCUSUB_clean,OCUSUB,,doi=10.1021/ic0517422; partition=train; ann_probability=0.92934215
OCUTEM_clean,OCUTEM,,doi=10.1021/ic0517422; partition=train; ann_probability=0.9356956
ODEZAB_clean,ODEZAB,,doi=10.1039/C6CE02291J; partition=train; ann_probability=0.9260485
ODIMAQ_clean,ODIMAQ,,doi=10.1021/ic070097r; partition=train; ann_probability=0.4451608
ODIVUU_clean,ODIVUU,,doi=10.1039/c3ce40855h; partition=train; ann_probability=0.1607441
ODODOC_clean,ODODOC,,doi=10.1039/C3CE41105B; partition=train; ann_probability=0.5086989
ODODUI_clean,ODODUI,,doi=10.1039/C3CE41105B; partition=train; ann_probability=0.49096468
ODOXEK_clean,ODOXEK,,doi=10.1021/ic010794y; partition=train; ann_probability=0.93757284
OFERUN_clean,OFERUN,,doi=10.1021/ja0691932; partition=train; ann_probability=0.91214573
OFUYUL_SL,OFUYUL,,doi=10.1039/C3CE41035H; partition=train; ann_probability=0.122960865
OGAQES_clean,OGAQES,,doi=10.1002/1521-3765(20020703)8:13<3010::AID-CHEM3010>3.0.CO;2-5; partition=train; ann_probability=0.9454609
OGUJIL_clean,OGUJIL,,doi=10.1039/C5CE00724K; partition=train; ann_probability=0.10416207
OHAQEU_clean,OHAQEU,,doi=10.1039/b908486j; partition=train; ann_probability=0.62887913
OHIHET_clean,OHIHET,,doi=10.1039/b904784k; partition=train; ann_probability=0.9352086
OJIDAN_clean,OJIDAN,,doi=10.1002/chem.201000926; partition=train; ann_probability=0.90470517
OKILUR_clean,OKILUR,,doi=10.1039/C6DT00726K; partition=train; ann_probability=0.9416516
OKIMAY_clean,OKIMAY,,doi=10.1039/C6DT00726K; partition=train; ann_probability=0.9247614
OKINIG_clean,OKINIG,,doi=10.1021/cg100785r; partition=train; ann_probability=0.92259693
OKIQEG_clean,OKIQEG,,doi=10.1039/C6DT00726K; partition=train; ann_probability=0.9193994
OKIVUA_clean,OKIVUA,,doi=10.1021/ja101807c; partition=train; ann_probability=0.91675913
OKIYAJ01_clean,OKIYAJ01,,doi=10.1021/ja101807c; partition=train; ann_probability=0.91664934
OLANAS_clean,OLANAS,,doi=10.1021/acs.cgd.6b00176; partition=train; ann_probability=0.93770725
OLICIX_clean,OLICIX,,doi=10.1021/jacs.6b00248; partition=train; ann_probability=0.91800237
OLOGEC_clean,OLOGEC,,doi=10.1039/c0cc04146g; partition=train; ann_probability=0.9139867
OLUCAZ_clean,OLUCAZ,,doi=10.1021/ic034846q; partition=train; ann_probability=0.14098513
OMICOD_clean,OMICOD,,doi=10.1002/ejic.201000766; partition=train; ann_probability=0.93637633
OMIMEE_clean,OMIMEE,,doi=10.1038/srep25595; partition=train; ann_probability=0.9433273
OMIPEH_clean,OMIPEH,,doi=10.1038/srep25595; partition=train; ann_probability=0.9265051
OMUSAS_clean,OMUSAS,,doi=10.1021/jacs.6b01345; partition=train; ann_probability=0.93092316
OPURIB01_clean,OPURIB01,,doi=10.1021/ja101208s; partition=train; ann_probability=0.9327254
OQUWUU_clean,OQUWUU,,doi=10.1039/C6CE00880A; partition=train; ann_probability=0.940107
OQUXAB_clean,OQUXAB,,doi=10.1039/C6CE00880A; partition=train; ann_probability=0.9323789
OQUXEF_clean,OQUXEF,,doi=10.1039/C6CE00880A; partition=train; ann_probability=0.92276037
OQUXIJ_clean,OQUXIJ,,doi=10.1039/C6CE00880A; partition=train; ann_probability=0.9158065
OQUZIL_clean,OQUZIL,,doi=10.1039/C6CE00880A; partition=train; ann_probability=0.92285365
ORAGOF_clean,ORAGOF,,doi=10.1039/C6CE00497K; partition=train; ann_probability=0.91702926
OSAVEK_clean,OSAVEK,,doi=10.1021/cg101114h; partition=train; ann_probability=0.113752216
OSAVUA_clean,OSAVUA,,doi=10.1021/cg101114h; partition=train; ann_probability=0.10142425
OSAWEL_clean,OSAWEL,,doi=10.1021/cg101114h; partition=train; ann_probability=0.11235103
OSIXEU_clean,OSIXEU,,doi=10.1021/cg101435b; partition=train; ann_probability=0.9511038
OSUGUG_clean,OSUGUG,,doi=10.1021/acs.inorgchem.6b00746; partition=train; ann_probability=0.94261354
OTALUS_clean,OTALUS,,doi=10.1021/acs.inorgchem.5b02949; partition=train; ann_probability=0.07934815
OTATOT_clean,OTATOT,,doi=10.1021/cg101432k; partition=train; ann_probability=0.12397319
OTAVAH_clean,OTAVAH,,doi=10.1021/cg101432k; partition=train; ann_probability=0.12315348
OTAVOV_clean,OTAVOV,,doi=10.1021/cg101432k; partition=train; ann_probability=0.09473309
OTAVUB_clean,OTAVUB,,doi=10.1021/cg101432k; partition=train; ann_probability=0.119167835
OTUDEO_clean,OTUDEO,,doi=10.1021/acs.inorgchem.6b00865; partition=train; ann_probability=0.93062735
OTUXUX_clean,OTUXUX,,doi=10.1021/cg1016005; partition=train; ann_probability=0.9211544
OVEXOD_clean,OVEXOD,,doi=10.1021/cg101335a; partition=train; ann_probability=0.08871746
OVICUS_clean,OVICUS,,doi=10.1021/cg101433t; partition=train; ann_probability=0.9275744
OVIDON_clean,OVIDON,,doi=10.1021/cg101433t; partition=train; ann_probability=0.93456507
OVIZID_clean,OVIZID,,doi=10.1021/cg200511q; partition=train; ann_probability=0.9439561
OVIZOJ_clean,OVIZOJ,,doi=10.1021/cg200511q; partition=train; ann_probability=0.93220586
OVIZUP_clean,OVIZUP,,doi=10.1021/cg200511q; partition=train; ann_probability=0.92121345
OWAVOY_clean,OWAVOY,,doi=10.1021/cg101569a; partition=train; ann_probability=0.93915844
OWETIU_clean,OWETIU,,doi=10.1021/cg1012445; partition=train; ann_probability=0.083842844
OWIHIN_clean,OWIHIN,,doi=10.1021/jacs.6b01323; partition=train; ann_probability=0.9409195
OWIHUZ_clean,OWIHUZ,,doi=10.1021/jacs.6b01323; partition=train; ann_probability=0.94130474
OWIJEL_clean,OWIJEL,,doi=10.1021/jacs.6b01323; partition=train; ann_probability=0.94015074
OWIJOV_clean,OWIJOV,,doi=10.1021/jacs.6b01323; partition=train; ann_probability=0.9403777
OWIZAW_clean,OWIZAW,,doi=10.1021/ic1009169; partition=train; ann_probability=0.08787072
OWUWOU_clean,OWUWOU,,doi=10.1039/C6RA18817F; partition=train; ann_probability=0.09895298
OXOLAP_SL,OXOLAP,,doi=10.1002/chem.201101015; partition=train; ann_probability=0.91424906
OYIVEY_clean,OYIVEY,,doi=10.1021/cm2004352; partition=train; ann_probability=0.11759922
OYIVIC_clean,OYIVIC,,doi=10.1021/cm2004352; partition=train; ann_probability=0.08524445
OYIVOI_clean,OYIVOI,,doi=10.1021/cm2004352; partition=train; ann_probability=0.109291166
OZUKOL_clean,OZUKOL,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.9308709
OZUKUR_clean,OZUKUR,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.931301
OZULAY_clean,OZULAY,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.9305212
OZULUS_clean,OZULUS,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.93603885
OZUMAZ_clean,OZUMAZ,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.93581176
OZUMAZ01_clean,OZUMAZ01,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.9355562
OZUMIH_clean,OZUMIH,,doi=10.1039/C4TA05794E; partition=train; ann_probability=0.9362324
PACZOK_clean,PACZOK,,doi=10.1002/zaac.200900467; partition=train; ann_probability=0.10245499
PAFMUH_clean,PAFMUH,,doi=10.1039/C5RA19936K; partition=train; ann_probability=0.93093145
PALTON_clean,PALTON,,doi=10.1021/cg2011309; partition=train; ann_probability=0.94287187
PAMTOO_clean,PAMTOO,,doi=10.1021/cg2010425; partition=train; ann_probability=0.93994445
PAMTUU_clean,PAMTUU,,doi=10.1021/cg2010425; partition=train; ann_probability=0.932605
PAMVEG_clean,PAMVEG,,doi=10.1021/cg201067q; partition=train; ann_probability=0.9276724
PAPVEJ_clean,PAPVEJ,,doi=10.1021/cg201210p; partition=train; ann_probability=0.09019819
PAPVIN_clean,PAPVIN,,doi=10.1021/cg201210p; partition=train; ann_probability=0.08663672
PAQJUM_clean,PAQJUM,,doi=10.1039/a705091g; partition=train; ann_probability=0.9154525
PARKUQ01_clean,PARKUQ01,,doi=10.1039/C5CC05097A; partition=train; ann_probability=0.91848874
PATNAB_clean,PATNAB,,doi=10.1021/cg300009a; partition=train; ann_probability=0.09685916
