label_id,structure_id,target_name,target_value,target_units,split,doi,ann_prediction_probability,ann_predicted_target_value,latent_space_entropy,source_note
ABAVIJ:1,ABAVIJ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b404485a,0.94328225,1,0.001704998,doi=10.1039/b404485a; partition=train; ann_probability=0.94328225
HEWFUL:417,HEWFUL_ion_b,solvent_removal_stability_binary,1,binary,train,10.1002/ejic.200600891,0.9271562,1,0.001753942,doi=10.1002/ejic.200600891; partition=train; ann_probability=0.9271562
HIFGIO:418,HIFGIO_SL,solvent_removal_stability_binary,1,binary,train,10.1021/cg400376g,0.9104487,1,0.00172384,doi=10.1021/cg400376g; partition=train; ann_probability=0.9104487
HIGRIA:419,HIGRIA_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3DT50787D,0.9472109,1,0.001730078,doi=10.1039/C3DT50787D; partition=train; ann_probability=0.9472109
HIHFUB:420,HIHFUB_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C3CE40682B,0.16449812,0,0.075102252,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.16449812
HIHGAI:421,HIHGAI_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C3CE40682B,0.40350157,0,0.669103106,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.40350157
HIHGEM:422,HIHGEM_manual,solvent_removal_stability_binary,0,binary,train,10.1039/C3CE40682B,0.40323237,0,0.667324631,doi=10.1039/C3CE40682B; partition=train; ann_probability=0.40323237
HISGIB:423,HISGIB_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg400801s,0.9286704,1,0.001746586,doi=10.1021/cg400801s; partition=train; ann_probability=0.9286704
HISJAW:424,HISJAW_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg4007789,0.9284484,1,0.001749996,doi=10.1021/cg4007789; partition=train; ann_probability=0.9284484
HISJIE:425,HISJIE_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg4007789,0.93333536,1,0.001707692,doi=10.1021/cg4007789; partition=train; ann_probability=0.93333536
HISSIN:426,HISSIN_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3TA13179C,0.94350594,1,0.001705475,doi=10.1039/C3TA13179C; partition=train; ann_probability=0.94350594
HIYGIH:427,HIYGIH_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4CC00375F,0.9375806,1,0.001712327,doi=10.1039/C4CC00375F; partition=train; ann_probability=0.9375806
HIZQEN01:428,HIZQEN01_clean,solvent_removal_stability_binary,1,binary,train,10.1002/adom.201500666,0.92934644,1,0.001716006,doi=10.1002/adom.201500666; partition=train; ann_probability=0.92934644
HOKLIE:429,HOKLIE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4TA01993H,0.9373092,1,0.001734964,doi=10.1039/C4TA01993H; partition=train; ann_probability=0.9373092
HOLQIK:430,HOLQIK_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4CC05265J,0.9510381,1,0.00175365,doi=10.1039/C4CC05265J; partition=train; ann_probability=0.9510381
HOQMIL04:431,HOQMIL04_clean,solvent_removal_stability_binary,1,binary,train,10.1038/ncomms6851,0.92178774,1,0.001728727,doi=10.1038/ncomms6851; partition=train; ann_probability=0.92178774
HOXGEH:432,HOXGEH_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg801313u,0.92323244,1,0.001734669,doi=10.1021/cg801313u; partition=train; ann_probability=0.92323244
HOXSAQ:433,HOXSAQ_clean,solvent_removal_stability_binary,1,binary,train,10.1002/zaac.201400209,0.9253514,1,0.00172302,doi=10.1002/zaac.201400209; partition=train; ann_probability=0.9253514
HOZDIL:434,HOZDIL_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg5005215,0.94304955,1,0.001720016,doi=10.1021/cg5005215; partition=train; ann_probability=0.94304955
HOZTOG:435,HOZTOG_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic802457j,0.9269872,1,0.001714356,doi=10.1021/ic802457j; partition=train; ann_probability=0.9269872
HUMWIX:436,HUMWIX_clean,solvent_removal_stability_binary,1,binary,train,10.1002/asia.201500234,0.90977156,1,0.001756725,doi=10.1002/asia.201500234; partition=train; ann_probability=0.90977156
HUNFON:437,HUNFON_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5RA09339B,0.9485594,1,0.00175504,doi=10.1039/C5RA09339B; partition=train; ann_probability=0.9485594
HURGUX01:438,HURGUX01_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1ce05190c,0.09933263,0,0.001739795,doi=10.1039/c1ce05190c; partition=train; ann_probability=0.09933263
HUSQES:439,HUSQES_clean,solvent_removal_stability_binary,1,binary,train,10.1039/b922732f,0.92793185,1,0.001736516,doi=10.1039/b922732f; partition=train; ann_probability=0.92793185
HUTTIA:440,HUTTIA_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic901429u,0.9385389,1,0.001694459,doi=10.1021/ic901429u; partition=train; ann_probability=0.9385389
HUYXUV:441,HUYXUV_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic901564y,0.12925413,0,0.001738942,doi=10.1021/ic901564y; partition=train; ann_probability=0.12925413
HUZKUJ:442,HUZKUJ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic901744m,0.11380461,0,0.001728243,doi=10.1021/ic901744m; partition=train; ann_probability=0.11380461
HUZLIY:443,HUZLIY_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic901744m,0.15893048,0,0.001742612,doi=10.1021/ic901744m; partition=train; ann_probability=0.15893048
HUZSOL:444,HUZSOL_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg901347p,0.9277948,1,0.001727683,doi=10.1021/cg901347p; partition=train; ann_probability=0.9277948
HUZSUR:445,HUZSUR_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg901347p,0.9272672,1,0.001720382,doi=10.1021/cg901347p; partition=train; ann_probability=0.9272672
HUZXUX:446,HUZXUX_clean,solvent_removal_stability_binary,1,binary,train,10.1002/asia.201500332,0.9248543,1,0.001717861,doi=10.1002/asia.201500332; partition=train; ann_probability=0.9248543
IBOTAU:447,IBOTAU_clean,solvent_removal_stability_binary,0,binary,train,10.1039/b008286o,0.12762451,0,0.001733053,doi=10.1039/b008286o; partition=train; ann_probability=0.12762451
IBOZIK:448,IBOZIK_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1ce05549f,0.10452983,0,0.001743939,doi=10.1039/c1ce05549f; partition=train; ann_probability=0.10452983
ICAQIO:449,ICAQIO_clean,solvent_removal_stability_binary,0,binary,train,10.1002/chem.201101383,0.09829247,0,0.001740817,doi=10.1002/chem.201101383; partition=train; ann_probability=0.09829247
ICAQOU:450,ICAQOU_clean,solvent_removal_stability_binary,0,binary,train,10.1002/chem.201101383,0.08953732,0,0.001739225,doi=10.1002/chem.201101383; partition=train; ann_probability=0.08953732
ICEGED:451,ICEGED_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic0492946,0.08326429,0,0.001738673,doi=10.1021/ic0492946; partition=train; ann_probability=0.08326429
ICIZOL:452,ICIZOL_clean,solvent_removal_stability_binary,1,binary,train,10.1002/ejic.201100566,0.9263282,1,0.001726316,doi=10.1002/ejic.201100566; partition=train; ann_probability=0.9263282
IDAGOL:453,IDAGOL_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1dt11183c,0.95490885,1,0.001694779,doi=10.1039/c1dt11183c; partition=train; ann_probability=0.95490885
IDAGUR:454,IDAGUR_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1dt11183c,0.9037188,1,0.001701269,doi=10.1039/c1dt11183c; partition=train; ann_probability=0.9037188
IDORIE:455,IDORIE_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE41008K,0.9376651,1,0.001735695,doi=10.1039/C3CE41008K; partition=train; ann_probability=0.9376651
IFAQUC:456,IFAQUC_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic701573r,0.11415428,0,0.001751108,doi=10.1021/ic701573r; partition=train; ann_probability=0.11415428
IFENOY:457,IFENOY_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.9328804,1,0.001659269,doi=10.1021/ja401671p; partition=train; ann_probability=0.9328804
IFENOY01:458,IFENOY01_SL,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.928586,1,0.0016596,doi=10.1021/ja401671p; partition=train; ann_probability=0.928586
IFENOY02:459,IFENOY02_SL,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.9324855,1,0.001659285,doi=10.1021/ja401671p; partition=train; ann_probability=0.9324855
IFENOY03:460,IFENOY03_SL,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.93158746,1,0.001659318,doi=10.1021/ja401671p; partition=train; ann_probability=0.93158746
IFEPUG:461,IFEPUG_SL,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.92407346,1,0.001665377,doi=10.1021/ja401671p; partition=train; ann_probability=0.92407346
IFEQIV:462,IFEQIV_SL,solvent_removal_stability_binary,1,binary,train,10.1021/ja401671p,0.922572,1,0.001664064,doi=10.1021/ja401671p; partition=train; ann_probability=0.922572
IGETUL:463,IGETUL_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5CC02596F,0.9239543,1,0.0017261,doi=10.1039/C5CC02596F; partition=train; ann_probability=0.9239543
IGUVIR01:464,IGUVIR01_clean,solvent_removal_stability_binary,0,binary,train,10.1038/ncomms7917,0.12899104,0,0.001726446,doi=10.1038/ncomms7917; partition=train; ann_probability=0.12899104
IHOTEG:465,IHOTEG_clean,solvent_removal_stability_binary,0,binary,train,10.1002/zaac.201400547,0.11413729,0,0.001996403,doi=10.1002/zaac.201400547; partition=train; ann_probability=0.11413729
IJENER:466,IJENER_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic101051r,0.92714095,1,0.054684143,doi=10.1021/ic101051r; partition=train; ann_probability=0.92714095
IKEBUV:467,IKEBUV_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic034346x,0.11832538,0,0.001744925,doi=10.1021/ic034346x; partition=train; ann_probability=0.11832538
IKETAU:468,IKETAU_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00340a,0.9239258,1,0.001671127,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.9239258
IKETEY:469,IKETEY_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00340a,0.9292644,1,0.001668476,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.9292644
IKETIC:470,IKETIC_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00340a,0.93122524,1,0.001668363,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93122524
IKETOI:471,IKETOI_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00340a,0.93178797,1,0.001668446,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93178797
IKEVAW:472,IKEVAW_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0ce00340a,0.93430305,1,0.001670097,doi=10.1039/c0ce00340a; partition=train; ann_probability=0.93430305
IKOTUZ:473,IKOTUZ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.inorgchem.6b00928,0.93425345,1,0.001723506,doi=10.1021/acs.inorgchem.6b00928; partition=train; ann_probability=0.93425345
IKOVAH:474,IKOVAH_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.inorgchem.6b00928,0.93105423,1,0.001722933,doi=10.1021/acs.inorgchem.6b00928; partition=train; ann_probability=0.93105423
IKUTIT:475,IKUTIT_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C6CE00318D,0.12108913,0,0.001740647,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12108913
IKUTOZ:476,IKUTOZ_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C6CE00318D,0.12729359,0,0.001733272,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12729359
IKUTUF:477,IKUTUF_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C6CE00318D,0.12246889,0,0.001734454,doi=10.1039/C6CE00318D; partition=train; ann_probability=0.12246889
ILOJEZ:478,ILOJEZ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt00894j,0.9014996,1,0.001708386,doi=10.1039/c0dt00894j; partition=train; ann_probability=0.9014996
ILOTOT:479,ILOTOT_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic101286j,0.9238637,1,0.001728709,doi=10.1021/ic101286j; partition=train; ann_probability=0.9238637
IPIJEY:480,IPIJEY_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5CE00833F,0.93374085,1,0.00172362,doi=10.1039/C5CE00833F; partition=train; ann_probability=0.93374085
IQABEJ:481,IQABEJ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C6DT01587E,0.9282708,1,0.001723113,doi=10.1039/C6DT01587E; partition=train; ann_probability=0.9282708
IQECIS:482,IQECIS_clean,solvent_removal_stability_binary,1,binary,train,10.1002/chem.201600705,0.93105733,1,0.001741995,doi=10.1002/chem.201600705; partition=train; ann_probability=0.93105733
IQIDES:483,IQIDES_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1ce05117b,0.10664341,0,0.001736914,doi=10.1039/c1ce05117b; partition=train; ann_probability=0.10664341
IQINAZ:484,IQINAZ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.cgd.6b00482,0.92996275,1,0.001711919,doi=10.1021/acs.cgd.6b00482; partition=train; ann_probability=0.92996275
ISIKIF:485,ISIKIF_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1ce05235g,0.930259,1,0.001732638,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.930259
ISIKOL:486,ISIKOL_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1ce05235g,0.8823201,1,0.001721435,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.8823201
ISIMAZ:487,ISIMAZ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1ce05235g,0.9357787,1,0.001695753,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.9357787
ISIMUT:488,ISIMUT_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1ce05235g,0.9148352,1,0.001700693,doi=10.1039/c1ce05235g; partition=train; ann_probability=0.9148352
ISUCUV:489,ISUCUV_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1ce05190c,0.195342,0,0.001719869,doi=10.1039/c1ce05190c; partition=train; ann_probability=0.195342
ITETEH:490,ITETEH_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c0dt01687j,0.9350453,1,0.001722387,doi=10.1039/c0dt01687j; partition=train; ann_probability=0.9350453
ITIPOS:491,ITIPOS_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.chemmater.6b01286,0.93159825,1,0.001735582,doi=10.1021/acs.chemmater.6b01286; partition=train; ann_probability=0.93159825
ITIWAK:492,ITIWAK_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1cc11402f,0.91682076,1,0.001688142,doi=10.1039/c1cc11402f; partition=train; ann_probability=0.91682076
ITIWEO:493,ITIWEO_clean,solvent_removal_stability_binary,1,binary,train,10.1039/c1cc11402f,0.9194491,1,0.001687147,doi=10.1039/c1cc11402f; partition=train; ann_probability=0.9194491
IVEQEG:494,IVEQEG_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cm052149l,0.91464347,1,0.001746757,doi=10.1021/cm052149l; partition=train; ann_probability=0.91464347
IWELIG01:495,IWELIG01_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3DT50747E,0.9280288,1,0.001746119,doi=10.1039/C3DT50747E; partition=train; ann_probability=0.9280288
IWEVAJ:496,IWEVAJ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/jacs.6b04971,0.11617714,0,0.001743149,doi=10.1021/jacs.6b04971; partition=train; ann_probability=0.11617714
IXAKAU:497,IXAKAU_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic102188v,0.12235138,0,0.001736904,doi=10.1021/ic102188v; partition=train; ann_probability=0.12235138
IXEJIG:498,IXEJIG_clean,solvent_removal_stability_binary,1,binary,train,10.1002/anie.201604313,0.93440545,1,0.001729238,doi=10.1002/anie.201604313; partition=train; ann_probability=0.93440545
IXEJOM:499,IXEJOM_clean,solvent_removal_stability_binary,1,binary,train,10.1002/anie.201604313,0.92620707,1,0.001725936,doi=10.1002/anie.201604313; partition=train; ann_probability=0.92620707
IXOFIL:500,IXOFIL_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic1025087,0.14446953,0,0.001655839,doi=10.1021/ic1025087; partition=train; ann_probability=0.14446953
IXOFOR:501,IXOFOR_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic1025087,0.10995844,0,0.001655361,doi=10.1021/ic1025087; partition=train; ann_probability=0.10995844
IXOFUX:502,IXOFUX_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic1025087,0.1499713,0,0.001656049,doi=10.1021/ic1025087; partition=train; ann_probability=0.1499713
IXOFUX01:503,IXOFUX01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic1025087,0.1364587,0,0.001655529,doi=10.1021/ic1025087; partition=train; ann_probability=0.1364587
IXUQUO:504,IXUQUO_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1dt10682a,0.14321402,0,0.001733724,doi=10.1039/c1dt10682a; partition=train; ann_probability=0.14321402
IXURID:505,IXURID_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c1dt10682a,0.1304681,0,0.015019661,doi=10.1039/c1dt10682a; partition=train; ann_probability=0.1304681
IYEPUZ:506,IYEPUZ_clean,solvent_removal_stability_binary,1,binary,train,10.1002/chem.201603465,0.92648053,1,0.001740455,doi=10.1002/chem.201603465; partition=train; ann_probability=0.92648053
IYIGEC:507,IYIGEC_clean,solvent_removal_stability_binary,1,binary,train,10.1002/ejic.200300813,0.9128032,1,0.001754384,doi=10.1002/ejic.200300813; partition=train; ann_probability=0.9128032
IYUCEM:508,IYUCEM_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C6DT03812C,0.92661476,1,0.001722518,doi=10.1039/C6DT03812C; partition=train; ann_probability=0.92661476
IZENUY:509,IZENUY_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.chemmater.6b02817,0.60782677,1,0.052228864,doi=10.1021/acs.chemmater.6b02817; partition=train; ann_probability=0.60782677
JADMAF:510,JADMAF_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5NJ02002F,0.92452884,1,0.00170994,doi=10.1039/C5NJ02002F; partition=train; ann_probability=0.92452884
JAHNEM01:511,JAHNEM01_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.inorgchem.5b02956,0.119458675,0,0.001628443,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.119458675
JAHNEM02:512,JAHNEM02_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.inorgchem.5b02956,0.11953831,0,0.001628445,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.11953831
JAHNEM03:513,JAHNEM03_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.inorgchem.5b02956,0.119528264,0,0.001628452,doi=10.1021/acs.inorgchem.5b02956; partition=train; ann_probability=0.119528264
JAKBOP:514,JAKBOP_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C6TC05105G,0.1238932,0,0.001720485,doi=10.1039/C6TC05105G; partition=train; ann_probability=0.1238932
JAKBUV:515,JAKBUV_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C6TC05105G,0.13905424,0,0.001745783,doi=10.1039/C6TC05105G; partition=train; ann_probability=0.13905424
JEDKEJ:516,JEDKEJ_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cg050186j,0.13920954,0,0.001739669,doi=10.1021/cg050186j; partition=train; ann_probability=0.13920954
JEMNAR:517,JEMNAR_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg050382q,0.9315274,1,0.00171391,doi=10.1021/cg050382q; partition=train; ann_probability=0.9315274
JEXWUF01:518,JEXWUF01_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja206891q,0.94120365,1,0.001668495,doi=10.1021/ja206891q; partition=train; ann_probability=0.94120365
JEXXAM05:519,JEXXAM05_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C6CE01891B,0.9379604,1,0.001670102,doi=10.1039/C6CE01891B; partition=train; ann_probability=0.9379604
JEXXAM06:520,JEXXAM06_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C6CE01891B,0.9379767,1,0.001670105,doi=10.1039/C6CE01891B; partition=train; ann_probability=0.9379767
JITPOS:521,JITPOS_SL,solvent_removal_stability_binary,1,binary,train,10.1039/b715481j,0.92100644,1,0.001725856,doi=10.1039/b715481j; partition=train; ann_probability=0.92100644
JIVHIG:522,JIVHIG_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic7018082,0.91123104,1,0.001753392,doi=10.1021/ic7018082; partition=train; ann_probability=0.91123104
JIWKUW:523,JIWKUW_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic701366f,0.91961265,1,0.001735085,doi=10.1021/ic701366f; partition=train; ann_probability=0.91961265
JIZWEW:524,JIZWEW_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic500288w,0.1548613,0,0.02194142,doi=10.1021/ic500288w; partition=train; ann_probability=0.1548613
JIZWIA:525,JIZWIA_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic500288w,0.1397017,0,0.001672766,doi=10.1021/ic500288w; partition=train; ann_probability=0.1397017
JIZWOG:526,JIZWOG_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic500288w,0.14846182,0,0.00172607,doi=10.1021/ic500288w; partition=train; ann_probability=0.14846182
JODFOZ:527,JODFOZ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja500005k,0.90163845,1,0.001717249,doi=10.1021/ja500005k; partition=train; ann_probability=0.90163845
JOQZUM:528,JOQZUM_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg400909b,0.9557532,1,0.001691271,doi=10.1021/cg400909b; partition=train; ann_probability=0.9557532
JORLEJ:529,JORLEJ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg500269h,0.9078144,1,0.001733416,doi=10.1021/cg500269h; partition=train; ann_probability=0.9078144
JORRAL:530,JORRAL_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4CE01356E,0.929818,1,0.001715912,doi=10.1039/C4CE01356E; partition=train; ann_probability=0.929818
JORSEQ:531,JORSEQ_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4CE01356E,0.9475033,1,0.001729701,doi=10.1039/C4CE01356E; partition=train; ann_probability=0.9475033
JORVET:532,JORVET_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4CE01356E,0.9292046,1,0.001732053,doi=10.1039/C4CE01356E; partition=train; ann_probability=0.9292046
JUGQOT:533,JUGQOT_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C5CC01181G,0.9261799,1,0.001731303,doi=10.1039/C5CC01181G; partition=train; ann_probability=0.9261799
JUJTAL:534,JUJTAL_clean,solvent_removal_stability_binary,0,binary,train,10.1021/acs.cgd.5b00911,0.09791258,0,0.00171831,doi=10.1021/acs.cgd.5b00911; partition=train; ann_probability=0.09791258
JUSKAL:535,JUSKAL_clean,solvent_removal_stability_binary,0,binary,train,10.1039/C5TA03680A,0.078760415,0,0.001747814,doi=10.1039/C5TA03680A; partition=train; ann_probability=0.078760415
KADLOT:536,KADLOT_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.cgd.5b01307,0.92431176,1,0.001726137,doi=10.1021/acs.cgd.5b01307; partition=train; ann_probability=0.92431176
KAHYUP:537,KAHYUP_clean,solvent_removal_stability_binary,1,binary,train,10.1002/ejic.201000344,0.939948,1,0.001708759,doi=10.1002/ejic.201000344; partition=train; ann_probability=0.939948
KARNAU:538,KARNAU_clean,solvent_removal_stability_binary,0,binary,train,10.1038/ncomms1654,0.09689754,0,0.003681392,doi=10.1038/ncomms1654; partition=train; ann_probability=0.09689754
KARNID:539,KARNID_clean,solvent_removal_stability_binary,1,binary,train,10.1021/acs.inorgchem.6b02660,0.9259173,1,0.001711518,doi=10.1021/acs.inorgchem.6b02660; partition=train; ann_probability=0.9259173
KASPOL:540,KASPOL_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ja207606u,0.9269459,1,0.001736162,doi=10.1021/ja207606u; partition=train; ann_probability=0.9269459
KASRED:541,KASRED_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ja209327q,0.11137557,0,0.001740411,doi=10.1021/ja209327q; partition=train; ann_probability=0.11137557
KEDNOY:542,KEDNOY_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c2dt30623a,0.13895917,0,0.001741311,doi=10.1039/c2dt30623a; partition=train; ann_probability=0.13895917
KEDQAN:543,KEDQAN_clean,solvent_removal_stability_binary,0,binary,train,10.1021/ic202624e,0.1094318,0,0.005062015,doi=10.1021/ic202624e; partition=train; ann_probability=0.1094318
KEFBEE:544,KEFBEE_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic202085j,0.93048954,1,0.001692854,doi=10.1021/ic202085j; partition=train; ann_probability=0.93048954
KEFBII:545,KEFBII_clean,solvent_removal_stability_binary,1,binary,train,10.1021/ic202085j,0.9580189,1,0.001695036,doi=10.1021/ic202085j; partition=train; ann_probability=0.9580189
KEGYAX:546,KEGYAX_clean,solvent_removal_stability_binary,0,binary,train,10.1002/ejic.200501146,0.106540054,0,0.001732974,doi=10.1002/ejic.200501146; partition=train; ann_probability=0.106540054
KEHFUA:547,KEHFUA_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c2dt30362k,0.09473175,0,0.001729383,doi=10.1039/c2dt30362k; partition=train; ann_probability=0.09473175
KEHGIP:548,KEHGIP_clean,solvent_removal_stability_binary,0,binary,train,10.1039/c2dt30362k,0.106521755,0,0.001729444,doi=10.1039/c2dt30362k; partition=train; ann_probability=0.106521755
KEHGOV:549,KEHGOV_manual,solvent_removal_stability_binary,0,binary,train,10.1039/c2dt30362k,0.084234744,0,0.001737986,doi=10.1039/c2dt30362k; partition=train; ann_probability=0.084234744
KETHEY02:550,KETHEY02_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C4DT00230J,0.93075,1,0.001705712,doi=10.1039/C4DT00230J; partition=train; ann_probability=0.93075
KEVWUF:551,KEVWUF_clean,solvent_removal_stability_binary,1,binary,train,10.1002/ejic.201201275,0.9464853,1,0.001705797,doi=10.1002/ejic.201201275; partition=train; ann_probability=0.9464853
KEWZET:552,KEWZET_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg301224z,0.9328922,1,0.001693806,doi=10.1021/cg301224z; partition=train; ann_probability=0.9328922
KEYMUY:553,KEYMUY_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cg400060t,0.10655677,0,0.001735517,doi=10.1021/cg400060t; partition=train; ann_probability=0.10655677
KIKDIT:554,KIKDIT_clean,solvent_removal_stability_binary,1,binary,train,10.1039/C3CE41238E,0.92093134,1,0.001738995,doi=10.1039/C3CE41238E; partition=train; ann_probability=0.92093134
KINDOC:555,KINDOC_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg400531j,0.93036544,1,0.00171051,doi=10.1021/cg400531j; partition=train; ann_probability=0.93036544
KINFAQ:556,KINFAQ_clean,solvent_removal_stability_binary,1,binary,train,10.1021/cg400531j,0.9372874,1,0.02040892,doi=10.1021/cg400531j; partition=train; ann_probability=0.9372874
KINQAB:557,KINQAB_clean,solvent_removal_stability_binary,0,binary,train,10.1021/cg400182u,0.095003486,0,0.001735511,doi=10.1021/cg400182u; partition=train; ann_probability=0.095003486
