structure_id,label_id,join_key,notes
KUQWIE_clean,KUQWIE:582,KUQWIE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
KUVJIW_clean,KUVJIW:583,KUVJIW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
KUVYAD_clean,KUVYAD:584,KUVYAD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LACNUB_clean,LACNUB:585,LACNUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAFFEG02_clean,LAFFEG02:586,LAFFEG02_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LALFUB_clean,LALFUB:587,LALFUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LASDEQ_clean,LASDEQ:588,LASDEQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAVSUY_clean,LAVSUY:589,LAVSUY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAVTAF_clean,LAVTAF:590,LAVTAF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAVTEJ_clean,LAVTEJ:591,LAVTEJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAVTIN_clean,LAVTIN:592,LAVTIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAVTUZ_clean,LAVTUZ:593,LAVTUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAWFUN_clean,LAWFUN:594,LAWFUN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LAZXOB_clean,LAZXOB:595,LAZXOB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LECGIL_clean,LECGIL:596,LECGIL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LEQVIN_clean,LEQVIN:597,LEQVIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LETDUK_clean,LETDUK:598,LETDUK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LEVYOC_clean,LEVYOC:599,LEVYOC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LEWMUX_clean,LEWMUX:600,LEWMUX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LIHRIE_clean,LIHRIE:601,LIHRIE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LIJNOJ_clean,LIJNOJ:602,LIJNOJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LITCOI_clean,LITCOI:603,LITCOI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LIVTIT_clean,LIVTIT:604,LIVTIT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOFZUB_clean,LOFZUB:605,LOFZUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOGBAK_clean,LOGBAK:606,LOGBAK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOGBEO_clean,LOGBEO:607,LOGBEO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOLQIM_clean,LOLQIM:608,LOLQIM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LONWIW_clean,LONWIW:609,LONWIW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOSBOM_clean,LOSBOM:610,LOSBOM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LOSXIC_clean,LOSXIC:611,LOSXIC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUJPUC_clean,LUJPUC:612,LUJPUC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUMZUO_clean,LUMZUO:613,LUMZUO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUNBEB_clean,LUNBEB:614,LUNBEB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUNBIF_clean,LUNBIF:615,LUNBIF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUNWEW_clean,LUNWEW:616,LUNWEW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUQGAG_clean,LUQGAG:617,LUQGAG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUSYEF_clean,LUSYEF:618,LUSYEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
LUTSEA_clean,LUTSEA:619,LUTSEA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MABJUV_clean,MABJUV:620,MABJUV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MABJUV01_clean,MABJUV01:621,MABJUV01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MABLAD_clean,MABLAD:622,MABLAD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGBAZ_clean,MAGBAZ:623,MAGBAZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGBIH_clean,MAGBIH:624,MAGBIH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG02_clean,MAGVOG02:625,MAGVOG02_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG03_clean,MAGVOG03:626,MAGVOG03_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG04_clean,MAGVOG04:627,MAGVOG04_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG05_clean,MAGVOG05:628,MAGVOG05_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG06_clean,MAGVOG06:629,MAGVOG06_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG07_clean,MAGVOG07:630,MAGVOG07_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG08_clean,MAGVOG08:631,MAGVOG08_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG09_clean,MAGVOG09:632,MAGVOG09_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG10_clean,MAGVOG10:633,MAGVOG10_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG11_clean,MAGVOG11:634,MAGVOG11_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG12_clean,MAGVOG12:635,MAGVOG12_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG13_clean,MAGVOG13:636,MAGVOG13_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG17_clean,MAGVOG17:637,MAGVOG17_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG19_clean,MAGVOG19:638,MAGVOG19_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG20_clean,MAGVOG20:639,MAGVOG20_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG21_clean,MAGVOG21:640,MAGVOG21_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG22_clean,MAGVOG22:641,MAGVOG22_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG23_clean,MAGVOG23:642,MAGVOG23_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG24_clean,MAGVOG24:643,MAGVOG24_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG25_clean,MAGVOG25:644,MAGVOG25_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG26_clean,MAGVOG26:645,MAGVOG26_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG28_clean,MAGVOG28:646,MAGVOG28_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG29_clean,MAGVOG29:647,MAGVOG29_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG30_clean,MAGVOG30:648,MAGVOG30_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG33_clean,MAGVOG33:649,MAGVOG33_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAGVOG34_clean,MAGVOG34:650,MAGVOG34_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAKGAJ_clean,MAKGAJ:651,MAKGAJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAKGOX_clean,MAKGOX:652,MAKGOX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAKGUD_clean,MAKGUD:653,MAKGUD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAKHAK_clean,MAKHAK:654,MAKHAK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MATTOR_clean,MATTOR:655,MATTOR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MATTUX_clean,MATTUX:656,MATTUX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAWFEY_clean,MAWFEY:657,MAWFEY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAWFIC_clean,MAWFIC:658,MAWFIC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MAXHOJ01_clean,MAXHOJ01:659,MAXHOJ01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MECWEX_manual,MECWEX:660,MECWEX_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MECWIB_clean,MECWIB:661,MECWIB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MEFZUU_manual,MEFZUU:662,MEFZUU_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MEGBEH_manual,MEGBEH:663,MEGBEH_manual,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
METYIU_clean,METYIU:664,METYIU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIHBAG_clean,MIHBAG:665,MIHBAG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIJFIU_clean,MIJFIU:666,MIJFIU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIKJAR_clean,MIKJAR:667,MIKJAR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIRLUU_clean,MIRLUU:668,MIRLUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MITGOL_clean,MITGOL:669,MITGOL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MITGUR_clean,MITGUR:670,MITGUR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIVFEE_clean,MIVFEE:671,MIVFEE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIVFOO_clean,MIVFOO:672,MIVFOO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIXBAY_clean,MIXBAY:673,MIXBAY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIXBEC_clean,MIXBEC:674,MIXBEC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIXBIG_auto,MIXBIG:675,MIXBIG_auto,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MIXKUB_clean,MIXKUB:676,MIXKUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOBBIO_clean,MOBBIO:677,MOBBIO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOBBOU_clean,MOBBOU:678,MOBBOU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOCKEV_clean,MOCKEV:679,MOCKEV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOFKUO_clean,MOFKUO:680,MOFKUO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOFLAV_clean,MOFLAV:681,MOFLAV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOLKAB_clean,MOLKAB:682,MOLKAB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOLRIP_clean,MOLRIP:683,MOLRIP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOQNUB_clean,MOQNUB:684,MOQNUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOTMAK_clean,MOTMAK:685,MOTMAK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOTVOI_clean,MOTVOI:686,MOTVOI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOXKAN_clean,MOXKAN:687,MOXKAN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MOXNUJ_clean,MOXNUJ:688,MOXNUJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUDTAH_clean,MUDTAH:689,MUDTAH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUFYAP_clean,MUFYAP:690,MUFYAP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUPYOM_clean,MUPYOM:691,MUPYOM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUPYUS_clean,MUPYUS:692,MUPYUS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MURBEI_clean,MURBEI:693,MURBEI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUWQEB_clean,MUWQEB:694,MUWQEB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
MUZGAQ_clean,MUZGAQ:695,MUZGAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NADZID_clean,NADZID:696,NADZID_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAGQET_clean,NAGQET:697,NAGQET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAHDIM_clean,NAHDIM:698,NAHDIM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAHHAI_clean,NAHHAI:699,NAHHAI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAHNES_clean,NAHNES:700,NAHNES_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAJSUP_clean,NAJSUP:701,NAJSUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAJTEA_clean,NAJTEA:702,NAJTEA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAQLAT_clean,NAQLAT:703,NAQLAT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NARPOO_clean,NARPOO:704,NARPOO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NASREH_clean,NASREH:705,NASREH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NATKIF_clean,NATKIF:706,NATKIF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAWHOL_clean,NAWHOL:707,NAWHOL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NAWXER_clean,NAWXER:708,NAWXER_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEDVUP_clean,NEDVUP:709,NEDVUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEDWAW_clean,NEDWAW:710,NEDWAW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEDWEA_clean,NEDWEA:711,NEDWEA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NERVEL_clean,NERVEL:712,NERVEL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEXXEV_clean,NEXXEV:713,NEXXEV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEXXIZ_clean,NEXXIZ:714,NEXXIZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEZWOG_clean,NEZWOG:715,NEZWOG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NEZWOG01_clean,NEZWOG01:716,NEZWOG01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIBJAK_clean,NIBJAK:717,NIBJAK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIGBOW_clean,NIGBOW:718,NIGBOW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIJTOR_clean,NIJTOR:719,NIJTOR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIJZIP01_clean,NIJZIP01:720,NIJZIP01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIRDEX_clean,NIRDEX:721,NIRDEX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIZZEC_clean,NIZZEC:722,NIZZEC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIZZIG_clean,NIZZIG:723,NIZZIG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NIZZOM_clean,NIZZOM:724,NIZZOM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NOFDUI_clean,NOFDUI:725,NOFDUI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NOMQAJ01_clean,NOMQAJ01:726,NOMQAJ01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUCPEI_clean,NUCPEI:727,NUCPEI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUGRIR_clean,NUGRIR:728,NUGRIR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUGROX_clean,NUGROX:729,NUGROX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUNNUH_clean,NUNNUH:730,NUNNUH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUNTOH_clean,NUNTOH:731,NUNTOH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUNWIE_clean,NUNWIE:732,NUNWIE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUVWEH_clean,NUVWEH:733,NUVWEH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUXMAU_clean,NUXMAU:734,NUXMAU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
NUYQUU_clean,NUYQUU:735,NUYQUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OBEDEE_clean,OBEDEE:736,OBEDEE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OBUREL_clean,OBUREL:737,OBUREL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCIHIS_clean,OCIHIS:738,OCIHIS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCUQIN_clean,OCUQIN:739,OCUQIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCUQUZ_clean,OCUQUZ:740,OCUQUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCUSOV_clean,OCUSOV:741,OCUSOV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCUSUB_clean,OCUSUB:742,OCUSUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OCUTEM_clean,OCUTEM:743,OCUTEM_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODEZAB_clean,ODEZAB:744,ODEZAB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODIMAQ_clean,ODIMAQ:745,ODIMAQ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODIVUU_clean,ODIVUU:746,ODIVUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODODOC_clean,ODODOC:747,ODODOC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODODUI_clean,ODODUI:748,ODODUI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ODOXEK_clean,ODOXEK:749,ODOXEK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OFERUN_clean,OFERUN:750,OFERUN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OFUYUL_SL,OFUYUL:751,OFUYUL_SL,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OGAQES_clean,OGAQES:752,OGAQES_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OGUJIL_clean,OGUJIL:753,OGUJIL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OHAQEU_clean,OHAQEU:754,OHAQEU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OHIHET_clean,OHIHET:755,OHIHET_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OJIDAN_clean,OJIDAN:756,OJIDAN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKILUR_clean,OKILUR:757,OKILUR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKIMAY_clean,OKIMAY:758,OKIMAY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKINIG_clean,OKINIG:759,OKINIG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKIQEG_clean,OKIQEG:760,OKIQEG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKIVUA_clean,OKIVUA:761,OKIVUA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OKIYAJ01_clean,OKIYAJ01:762,OKIYAJ01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OLANAS_clean,OLANAS:763,OLANAS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OLICIX_clean,OLICIX:764,OLICIX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OLOGEC_clean,OLOGEC:765,OLOGEC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OLUCAZ_clean,OLUCAZ:766,OLUCAZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OMICOD_clean,OMICOD:767,OMICOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OMIMEE_clean,OMIMEE:768,OMIMEE_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OMIPEH_clean,OMIPEH:769,OMIPEH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OMUSAS_clean,OMUSAS:770,OMUSAS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OPURIB01_clean,OPURIB01:771,OPURIB01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OQUWUU_clean,OQUWUU:772,OQUWUU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OQUXAB_clean,OQUXAB:773,OQUXAB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OQUXEF_clean,OQUXEF:774,OQUXEF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OQUXIJ_clean,OQUXIJ:775,OQUXIJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OQUZIL_clean,OQUZIL:776,OQUZIL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
ORAGOF_clean,ORAGOF:777,ORAGOF_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OSAVEK_clean,OSAVEK:778,OSAVEK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OSAVUA_clean,OSAVUA:779,OSAVUA_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OSAWEL_clean,OSAWEL:780,OSAWEL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OSIXEU_clean,OSIXEU:781,OSIXEU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OSUGUG_clean,OSUGUG:782,OSUGUG_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTALUS_clean,OTALUS:783,OTALUS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTATOT_clean,OTATOT:784,OTATOT_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTAVAH_clean,OTAVAH:785,OTAVAH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTAVOV_clean,OTAVOV:786,OTAVOV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTAVUB_clean,OTAVUB:787,OTAVUB_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTUDEO_clean,OTUDEO:788,OTUDEO_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OTUXUX_clean,OTUXUX:789,OTUXUX_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVEXOD_clean,OVEXOD:790,OVEXOD_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVICUS_clean,OVICUS:791,OVICUS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVIDON_clean,OVIDON:792,OVIDON_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVIZID_clean,OVIZID:793,OVIZID_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVIZOJ_clean,OVIZOJ:794,OVIZOJ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OVIZUP_clean,OVIZUP:795,OVIZUP_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWAVOY_clean,OWAVOY:796,OWAVOY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWETIU_clean,OWETIU:797,OWETIU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWIHIN_clean,OWIHIN:798,OWIHIN_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWIHUZ_clean,OWIHUZ:799,OWIHUZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWIJEL_clean,OWIJEL:800,OWIJEL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWIJOV_clean,OWIJOV:801,OWIJOV_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWIZAW_clean,OWIZAW:802,OWIZAW_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OWUWOU_clean,OWUWOU:803,OWUWOU_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OXOLAP_SL,OXOLAP:804,OXOLAP_SL,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OYIVEY_clean,OYIVEY:805,OYIVEY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OYIVIC_clean,OYIVIC:806,OYIVIC_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OYIVOI_clean,OYIVOI:807,OYIVOI_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZUKOL_clean,OZUKOL:808,OZUKOL_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZUKUR_clean,OZUKUR:809,OZUKUR_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZULAY_clean,OZULAY:810,OZULAY_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZULUS_clean,OZULUS:811,OZULUS_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZUMAZ_clean,OZUMAZ:812,OZUMAZ_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZUMAZ01_clean,OZUMAZ01:813,OZUMAZ01_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
OZUMIH_clean,OZUMIH:814,OZUMIH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
PACZOK_clean,PACZOK:815,PACZOK_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
PAFMUH_clean,PAFMUH:816,PAFMUH_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
PALTON_clean,PALTON:817,PALTON_clean,Direct join via CoRE_name from MOFSimplify full_SSD_data.csv
